evyear evjday evmonth evday evhour evmin evsec evmsec evla evlo evdp 
2014 251 9 8 16 35 2 223860 65.2214 -16.3484 2.59082 
2014 251 9 8 16 44 52 987200 65.2232 -16.3474 2.25879 
2014 251 9 8 16 45 23 878099 65.1512 -16.307 2.80078 
2014 251 9 8 16 49 41 367499 65.2257 -16.3434 3.77246 
2014 251 9 8 16 50 35 559600 65.2224 -16.347 2.84473 
2014 251 9 8 16 52 39 610399 65.2216 -16.3488 3.00098 
2014 251 9 8 16 56 1 366630 65.2231 -16.3449 2.80566 
2014 251 9 8 16 59 14 764699 65.2252 -16.3413 2.56152 
2014 251 9 8 17 3 28 795899 65.2201 -16.3498 2.80566 
2014 251 9 8 17 7 6 475769 65.1512 -16.3026 2.78613 
2014 251 9 8 17 8 57 691600 65.2235 -16.3442 1.11133 
2014 251 9 8 17 10 42 590499 65.106 -16.3429 5.19824 
2014 251 9 8 17 13 49 479999 65.2232 -16.3494 1.5459 
2014 251 9 8 17 16 31 435700 65.2211 -16.3492 2.47363 
2014 251 9 8 17 17 13 84699 65.2179 -16.3514 2.55664 
2014 251 9 8 17 18 11 787300 65.2179 -16.3487 2.54199 
2014 251 9 8 17 20 12 792999 65.2235 -16.3425 4.27539 
2014 251 9 8 17 22 31 994499 65.2244 -16.3431 2.28809 
2014 251 9 8 17 24 55 1500 65.2224 -16.347 2.88379 
2014 251 9 8 17 25 26 920400 65.2175 -16.3538 2.65918 
2014 251 9 8 17 25 40 669299 65.2203 -16.3493 2.84473 
2014 251 9 8 17 26 5 437479 65.2234 -16.3465 2.1123 
2014 251 9 8 17 27 46 183300 65.2234 -16.3448 2.72754 
2014 251 9 8 17 28 40 530400 65.2264 -16.3375 4.24121 
2014 251 9 8 17 28 50 173400 65.2246 -16.3385 3.52832 
2014 251 9 8 17 29 42 20499 65.2203 -16.3501 2.53223 
2014 251 9 8 17 30 18 37800 65.2201 -16.3518 2.90332 
2014 251 9 8 17 32 35 101799 65.2222 -16.3504 2.80566 
2014 251 9 8 17 32 56 140799 65.2198 -16.3514 2.83496 
2014 251 9 8 17 33 40 101999 65.2299 -16.3409 2.33691 
2014 251 9 8 17 33 58 486400 65.2242 -16.3477 2.78613 
2014 251 9 8 17 36 58 399999 65.2254 -16.3376 2.44434 
2014 251 9 8 17 37 42 498300 65.2229 -16.3441 2.63965 
2014 251 9 8 17 38 37 478099 65.2297 -16.3442 1.12598 
2014 251 9 8 17 39 35 155200 65.2225 -16.3443 3.63086 
2014 251 9 8 17 40 9 21349 65.2256 -16.3388 3.92871 
2014 251 9 8 17 41 30 573499 65.2218 -16.3458 2.69824 
2014 251 9 8 17 42 2 662929 65.2254 -16.3413 2.52246 
2014 251 9 8 17 44 10 510899 65.2259 -16.3396 2.43457 
2014 251 9 8 18 0 43 292999 65.2242 -16.346 1.5459 
2014 251 9 8 18 1 17 678100 65.2256 -16.344 1.99023 
2014 251 9 8 18 1 50 718800 65.226 -16.3433 2.08301 
2014 251 9 8 18 2 35 858199 65.2268 -16.3433 1.21387 
2014 251 9 8 18 3 0 417037 65.2234 -16.3428 2.05371 
2014 251 9 8 18 3 43 904899 65.2149 -16.3124 36.9756 
2014 251 9 8 18 3 51 785400 65.2262 -16.34 2.4541 
2014 251 9 8 18 7 30 494199 65.2249 -16.3384 2.7959 
2014 251 9 8 18 9 24 867300 65.2249 -16.3414 2.09277 
2014 251 9 8 18 10 38 984200 65.2298 -16.3354 2.34668 
2014 251 9 8 18 11 16 794000 65.2246 -16.3414 3.69434 
2014 251 9 8 18 12 25 287700 65.2228 -16.3424 3.59668 
2014 251 9 8 18 12 37 566099 65.2268 -16.3453 1.98535 
2014 251 9 8 18 15 34 934899 65.2232 -16.3482 2.87402 
2014 251 9 8 18 16 16 850500 65.2241 -16.3402 3.66504 
2014 251 9 8 18 18 19 334299 65.1087 -16.8949 1.14551 
2014 251 9 8 18 20 6 172760 65.2214 -16.3484 2.80566 
2014 251 9 8 18 21 20 600400 65.224 -16.3417 3.00586 
2014 251 9 8 18 30 16 116700 65.2267 -16.3391 2.2002 
2014 251 9 8 18 35 43 403700 65.2237 -16.3452 3.04004 
2014 251 9 8 18 49 42 386299 65.05 -16.5381 1.70215 
2014 251 9 8 18 51 46 992800 65.2213 -16.3463 2.59082 
2014 251 9 8 18 57 12 57800 65.2244 -16.3414 2.53223 
2014 251 9 8 18 57 31 629500 65.2254 -16.3401 2.69824 
2014 251 9 8 18 58 0 199042 65.2249 -16.3409 2.84473 
2014 251 9 8 19 1 52 918300 65.2237 -16.3465 2.88379 
2014 251 9 8 19 2 40 16199 65.2245 -16.3456 2.25879 
2014 251 9 8 19 12 7 111909 65.2203 -16.3497 2.24902 
2014 251 9 8 19 12 16 995799 65.2205 -16.3495 2.30273 
2014 251 9 8 19 15 0 970708 65.2208 -16.3493 2.31738 
2014 251 9 8 19 15 43 51099 65.2182 -16.3487 2.65918 
2014 251 9 8 19 16 39 31999 65.2195 -16.3502 2.54199 
2014 251 9 8 19 17 11 457300 65.2171 -16.3519 2.33203 
2014 251 9 8 19 18 4 379599 65.1535 -16.3071 2.75195 
2014 251 9 8 19 25 17 332399 65.2225 -16.3468 2.45898 
2014 251 9 8 19 27 43 123100 65.2219 -16.3475 2.67871 
2014 251 9 8 19 31 53 714599 65.2274 -16.3344 4.03613 
2014 251 9 8 19 34 18 271300 65.2234 -16.3428 2.34668 
2014 251 9 8 19 37 0 409866 65.2206 -16.3335 5.80371 
2014 251 9 8 19 38 23 730100 65.2204 -16.3543 1.66309 
2014 251 9 8 19 40 17 280400 65.2182 -16.3508 1.33105 
2014 251 9 8 19 43 13 622199 65.0614 -16.4997 2.71777 
2014 251 9 8 19 49 46 79799 65.2228 -16.3424 3.85059 
2014 251 9 8 19 50 19 120499 65.2211 -16.3476 3.85059 
2014 251 9 8 19 54 39 308300 65.2081 -16.3641 36.9121 
2014 251 9 8 19 54 48 65600 65.2211 -16.3517 2.80566 
2014 251 9 8 19 55 22 399100 65.2219 -16.3479 2.99121 
2014 251 9 8 19 58 32 527099 65.2236 -16.3444 2.54199 
2014 251 9 8 20 2 24 85100 65.2273 -16.3303 2.53223 
2014 251 9 8 20 4 7 166820 65.2201 -16.3498 2.50293 
2014 251 9 8 20 5 19 633800 65.2225 -16.3416 2.71777 
2014 251 9 8 20 8 57 142699 65.2168 -16.3499 2.92773 
2014 251 9 8 20 9 19 89400 65.2198 -16.3481 2.36621 
2014 251 9 8 20 9 45 829900 65.2175 -16.3238 36.8291 
2014 251 9 8 20 9 54 111499 65.2208 -16.348 2.22949 
2014 251 9 8 20 12 25 616599 65.2209 -16.3397 8.04004 
2014 251 9 8 20 12 49 632599 65.2193 -16.3511 3.02051 
2014 251 9 8 20 14 17 702999 65.2196 -16.3519 2.23926 
2014 251 9 8 20 16 51 316000 65.2216 -16.3459 2.34668 
2014 251 9 8 20 17 18 698199 65.2205 -16.2734 36.8584 
2014 251 9 8 20 17 27 121200 65.2193 -16.3519 2.37598 
2014 251 9 8 20 18 40 686100 65.1518 -16.3079 3.52832 
2014 251 9 8 20 24 32 59699 65.2211 -16.3497 2.80566 
2014 251 9 8 20 25 57 387099 65.2206 -16.3497 2.19043 
2014 251 9 8 20 29 17 920300 65.2216 -16.35 2.35645 
2014 251 9 8 20 33 29 357900 65.0396 -16.1679 2.08789 
2014 251 9 8 20 41 32 874400 65.2175 -16.3513 2.93262 
2014 251 9 8 20 52 19 628900 65.2191 -16.3524 2.7959 
2014 251 9 8 20 53 30 434799 65.2185 -16.3507 3.1084 
2014 251 9 8 21 2 52 403799 65.0451 -16.5431 2.1416 
2014 251 9 8 21 25 14 475300 65.2255 -16.3407 2.16602 
2014 251 9 8 21 30 30 120000 65.2201 -16.3498 2.34668 
2014 251 9 8 21 32 11 122500 65.1538 -16.3002 2.83496 
2014 251 9 8 21 44 17 754100 65.2184 -16.3474 2.4541 
2014 251 9 8 21 46 36 202700 65.2201 -16.3506 2.72754 
2014 251 9 8 22 42 35 41200 65.2198 -16.3481 3.00098 
2014 251 9 8 22 58 56 124600 65.2194 -16.3496 2.92773 
2014 251 9 8 22 59 41 952199 65.2235 -16.3434 2.83008 
2014 251 9 8 23 2 29 950199 65.2237 -16.3486 1.68262 
2014 251 9 8 23 8 44 637399 65.1064 -16.3934 2.54199 
2014 251 9 8 23 9 14 700599 65.1057 -16.3925 2.5957 
2014 251 9 8 23 9 39 408200 65.1057 -16.3925 2.51758 
2014 251 9 8 23 19 11 804100 65.1074 -16.3938 2.32715 
2014 251 9 8 23 24 18 753499 65.1049 -16.3728 4.74902 
2014 251 9 8 23 24 40 680900 65.2257 -16.34 3.37207 
2014 251 9 8 23 25 32 196100 65.2241 -16.3418 3.7041 
2014 251 9 8 23 26 1 422199 65.2218 -16.3433 3.63574 
2014 251 9 8 23 26 18 743200 65.2228 -16.3391 3.93848 
2014 251 9 8 23 27 19 925399 65.2227 -16.3478 2.20996 
2014 251 9 8 23 29 12 106099 65.2244 -16.3418 2.61035 
2014 251 9 8 23 29 55 687800 65.2229 -16.3445 2.83496 
2014 251 9 8 23 33 7 192160 65.2172 -16.35 2.5127 
2014 251 9 8 23 34 40 238399 65.2209 -16.3526 2.94238 
2014 251 9 8 23 34 55 445700 65.2247 -16.3455 6.02832 
2014 251 9 8 23 39 16 104800 65.2208 -16.3472 3.56738 
2014 251 9 8 23 39 45 551299 65.1066 -16.3934 2.59082 
2014 251 9 8 23 41 16 377900 65.2182 -16.3491 3.17676 
2014 251 9 8 23 43 52 225799 65.225 -16.3468 2.4541 
2014 251 9 8 23 49 15 864599 65.2195 -16.3481 3.08887 
2014 251 9 8 23 49 37 456600 65.2194 -16.3488 3.00586 
2014 251 9 8 23 50 32 576200 65.2214 -16.35 2.71777 
2014 251 9 8 23 51 51 254500 65.2133 -16.3327 36.873 
2014 251 9 8 23 51 59 408200 65.2223 -16.3449 3.86035 
2014 251 9 8 23 52 59 585299 65.219 -16.3515 2.7959 
2014 251 9 8 23 53 27 171700 65.22 -16.3489 2.59082 
2014 251 9 8 23 57 44 520499 65.2202 -16.3427 4.68066 
2014 251 9 8 23 59 18 216499 65.1075 -16.3894 2.60547 
2014 252 9 9 0 1 57 497999 65.1061 -16.3891 2.79102 
2014 252 9 9 0 2 15 718500 65.1052 -16.3848 3.90918 
2014 252 9 9 0 3 36 215899 65.218 -16.3525 2.94238 
2014 252 9 9 0 4 55 971099 65.2165 -16.3551 3.44043 
2014 252 9 9 0 7 18 643999 65.1041 -16.3764 4.05078 
2014 252 9 9 0 20 19 119900 65.2175 -16.3558 2.47363 
2014 252 9 9 0 20 25 499700 65.2165 -16.3572 2.69824 
2014 252 9 9 0 23 3 892020 65.0481 -16.5221 4.13379 
2014 252 9 9 0 25 6 330400 65.2175 -16.3525 3.11816 
2014 252 9 9 0 27 31 610800 65.2232 -16.3486 2.44434 
2014 252 9 9 0 28 58 579599 65.2174 -16.3573 2.57617 
2014 252 9 9 0 31 16 443200 65.2149 -16.3553 2.94238 
2014 252 9 9 0 31 28 469000 65.1068 -16.3909 2.53223 
2014 252 9 9 0 33 44 77899 65.1071 -16.3905 2.62988 
2014 252 9 9 0 34 13 966799 65.1068 -16.3893 2.47363 
2014 252 9 9 0 35 2 189779 65.2188 -16.3545 2.8252 
2014 252 9 9 0 37 17 381799 65.2185 -16.3532 2.98145 
2014 252 9 9 0 39 5 784220 65.2196 -16.3556 2.7959 
2014 252 9 9 0 42 49 440300 65.2175 -16.3538 2.67871 
2014 252 9 9 0 46 49 476799 65.1195 -16.3519 2.04395 
2014 252 9 9 0 48 23 634699 65.1267 -16.3109 3.09863 
2014 252 9 9 0 53 44 213200 65.1247 -16.3464 2.1709 
2014 252 9 9 0 59 18 642399 65.1236 -16.3444 1.4873 
2014 252 9 9 1 1 27 80700 65.0194 -16.6774 2.13184 
2014 252 9 9 1 3 17 898299 65.0373 -16.6291 4.03613 
2014 252 9 9 1 5 18 739799 65.1084 -16.3908 2.85449 
2014 252 9 9 1 5 56 627400 65.2165 -16.3543 3.55762 
2014 252 9 9 1 22 29 7500 65.1066 -16.3938 2.09277 
2014 252 9 9 1 26 40 15900 65.1019 -16.3669 5.78418 
2014 252 9 9 1 32 3 224590 65.1168 -16.3584 2.61035 
2014 252 9 9 1 34 49 779499 65.1177 -16.3654 1.44824 
2014 252 9 9 1 42 41 549999 65.1666 -16.4146 2.7373 
2014 252 9 9 1 42 50 304000 65.2257 -16.3442 2.61035 
2014 252 9 9 1 43 40 376899 65.1178 -16.3579 1.72168 
2014 252 9 9 1 44 54 251399 65.2205 -16.3512 2.81055 
2014 252 9 9 1 49 26 557400 65.2202 -16.3483 2.29297 
2014 252 9 9 1 51 54 507599 65.2227 -16.3482 1.67285 
2014 252 9 9 1 54 5 743890 65.2206 -16.3497 2.10254 
2014 252 9 9 2 0 59 511299 65.2219 -16.3496 2.86426 
2014 252 9 9 2 1 20 883400 65.2231 -16.344 2.61035 
2014 252 9 9 2 1 27 772899 65.2274 -16.3328 3.58691 
2014 252 9 9 2 3 17 509199 65.2221 -16.3466 2.55176 
2014 252 9 9 2 4 8 145379 65.2218 -16.3467 2.7373 
2014 252 9 9 2 4 39 759799 65.2208 -16.3622 1.06738 
2014 252 9 9 2 6 50 81499 65.225 -16.3407 2.53711 
2014 252 9 9 2 7 41 412300 65.2241 -16.3414 2.5127 
2014 252 9 9 2 8 17 493900 65.2252 -16.3413 2.44434 
2014 252 9 9 2 9 5 861270 65.2236 -16.3419 2.74707 
2014 252 9 9 2 9 24 947099 65.1036 -16.3991 3.03027 
2014 252 9 9 2 9 50 157099 65.2236 -16.3407 3.03027 
2014 252 9 9 2 16 9 994669 65.2185 -16.3528 2.81543 
2014 252 9 9 2 32 33 105800 65.1036 -16.3858 4.43652 
2014 252 9 9 2 36 19 117200 65.2232 -16.3242 9.64648 
2014 252 9 9 2 37 32 20600 65.1056 -16.3956 2.47363 
2014 252 9 9 2 41 2 645080 65.2188 -16.3507 3.00098 
2014 252 9 9 2 42 33 930900 65.2255 -16.3459 2.2002 
2014 252 9 9 2 46 55 272300 65.2265 -16.3429 4.58301 
2014 252 9 9 2 48 52 127699 65.2179 -16.3523 2.94727 
2014 252 9 9 2 58 53 610300 65.2203 -16.3533 2.76172 
2014 252 9 9 3 16 31 168399 65.1081 -16.3895 2.55176 
2014 252 9 9 3 17 26 153900 65.2262 -16.3404 2.49316 
2014 252 9 9 3 33 41 852499 65.2209 -16.3501 2.83496 
2014 252 9 9 3 48 5 549249 65.099 -16.3909 4.03613 
2014 252 9 9 3 49 8 779130 65.1035 -16.3979 2.55176 
2014 252 9 9 3 51 29 62300 65.1187 -16.3628 2.39551 
2014 252 9 9 3 58 50 202199 65.2283 -16.3698 2.29785 
2014 252 9 9 4 7 56 352699 65.1711 -16.4316 4.47559 
2014 252 9 9 4 10 51 163200 65.1711 -16.4329 4.49512 
2014 252 9 9 4 11 15 669000 65.2221 -16.3466 2.67871 
2014 252 9 9 4 11 43 574100 65.1694 -16.4353 4.23633 
2014 252 9 9 4 12 46 516700 65.1711 -16.4329 4.45605 
2014 252 9 9 4 13 23 903999 65.1693 -16.4334 4.57324 
2014 252 9 9 4 14 35 29200 65.1701 -16.4342 4.26074 
2014 252 9 9 4 24 56 914999 65.1038 -16.3999 2.67871 
2014 252 9 9 4 36 7 443649 65.1092 -16.3915 2.62012 
2014 252 9 9 4 40 55 626800 65.2087 -16.3596 8.28418 
2014 252 9 9 4 55 41 216700 65.1719 -16.4328 4.48535 
2014 252 9 9 5 1 54 834200 65.0971 -16.3825 4.68555 
2014 252 9 9 5 5 8 371190 65.1316 -16.3228 3.78223 
2014 252 9 9 5 16 26 357199 65.1445 -16.2941 0.637695 
2014 252 9 9 5 17 29 33100 65.222 -16.3452 4.09961 
2014 252 9 9 5 19 37 172199 65.2229 -16.3453 3.00098 
2014 252 9 9 5 21 9 389680 65.2231 -16.3432 2.52246 
2014 252 9 9 5 21 54 654299 65.2218 -16.3467 2.58105 
2014 252 9 9 5 25 55 7899 65.0463 -16.5206 4.7002 
2014 252 9 9 5 59 30 614799 65.1089 -16.3882 2.75684 
2014 252 9 9 5 59 53 580300 65.1078 -16.3879 2.61035 
2014 252 9 9 6 20 33 1399 65.2145 -16.3368 11.5215 
2014 252 9 9 6 23 13 83700 65.1074 -16.3877 3.66016 
2014 252 9 9 6 25 0 713847 65.2177 -16.3423 5.21289 
2014 252 9 9 6 49 53 946599 65.1083 -16.387 2.56152 
2014 252 9 9 6 52 6 348930 65.1098 -16.3827 2.37598 
2014 252 9 9 6 52 9 284090 65.1098 -16.4255 5.06152 
2014 252 9 9 6 52 32 680700 65.1055 -16.389 2.83496 
2014 252 9 9 6 59 51 233100 65.0162 -16.6942 2.40527 
2014 252 9 9 7 5 22 622800 65.2179 -17.0129 0.94043 
2014 252 9 9 7 8 59 825800 65.1072 -16.3873 2.0293 
2014 252 9 9 7 9 48 448399 65.1098 -16.3871 2.57617 
2014 252 9 9 7 18 24 996400 65.2261 -16.3715 4.00195 
2014 252 9 9 7 27 34 280799 65.0731 -16.4937 0.62793 
2014 252 9 9 7 33 14 415699 65.1082 -16.3933 1.36035 
2014 252 9 9 8 10 21 298999 65.1156 -16.3647 2.80566 
2014 252 9 9 8 20 16 571200 65.1067 -16.3673 3.77246 
2014 252 9 9 8 24 34 975400 65.2223 -16.3408 4.53418 
2014 252 9 9 8 52 34 588700 65.1168 -16.3617 2.99121 
2014 252 9 9 8 59 25 903600 65.1109 -16.381 2.7666 
2014 252 9 9 9 3 22 281400 65.1639 -16.424 2.29785 
2014 252 9 9 9 18 14 283400 65.2232 -16.3486 2.96191 
2014 252 9 9 9 32 10 795299 65.0085 -16.8627 1.16504 
2014 252 9 9 9 40 21 238399 65.0434 -16.5855 3.00098 
2014 252 9 9 9 44 14 452199 65.2223 -16.3441 3.81152 
2014 252 9 9 9 58 34 926800 65.2211 -16.3497 2.8252 
2014 252 9 9 9 59 5 200090 65.2198 -16.3498 2.7959 
2014 252 9 9 10 1 55 556800 65.2191 -16.354 2.77637 
2014 252 9 9 10 3 4 484580 65.222 -16.346 2.98633 
2014 252 9 9 10 3 54 385800 65.2203 -16.346 2.7959 
2014 252 9 9 10 4 43 706200 65.2201 -16.3498 3.00098 
2014 252 9 9 10 4 51 840099 65.2198 -16.3523 2.7959 
2014 252 9 9 10 11 47 979100 65.2246 -16.3368 4.91504 
2014 252 9 9 10 35 10 456799 65.1561 -16.3557 3.79199 
2014 252 9 9 10 41 44 331600 65.1226 -16.3038 4.94434 
2014 252 9 9 10 42 47 466099 65.1369 -16.3231 4.91504 
2014 252 9 9 10 44 16 929600 65.104 -16.3783 4.84668 
2014 252 9 9 10 44 42 235300 65.2243 -16.3381 4.02637 
2014 252 9 9 11 3 41 613599 65.1243 -16.3539 2.47363 
2014 252 9 9 11 4 56 430999 65.1225 -16.3586 2.44434 
2014 252 9 9 11 17 13 719900 65.1227 -16.3507 2.64941 
2014 252 9 9 11 36 43 465400 65.2169 -16.3513 2.43457 
2014 252 9 9 11 37 38 884799 65.2195 -16.3494 2.52246 
2014 252 9 9 11 41 3 114360 65.1614 -16.4334 9.05566 
2014 252 9 9 11 59 14 998200 65.2148 -16.3215 1.24316 
2014 252 9 9 12 49 41 133600 65.1066 -16.3781 4.43652 
2014 252 9 9 12 57 13 197300 65.1031 -16.3855 2.5127 
2014 252 9 9 13 4 33 306499 65.1089 -16.3911 2.33691 
2014 252 9 9 13 6 14 284900 65.1064 -16.3895 2.87891 
2014 252 9 9 13 9 53 508800 65.1082 -16.3872 2.88867 
2014 252 9 9 13 19 38 388800 65.2249 -16.3393 2.62012 
2014 252 9 9 13 19 52 389400 65.2237 -16.3448 2.4834 
2014 252 9 9 13 21 35 334099 65.2513 -16.289 36.9463 
2014 252 9 9 13 21 43 621099 65.2246 -16.3414 2.63965 
2014 252 9 9 13 33 9 729870 65.2255 -16.3434 1.76074 
2014 252 9 9 13 35 0 104639 65.2214 -16.3484 2.47363 
2014 252 9 9 13 38 12 935000 65.2204 -16.3462 4.35352 
2014 252 9 9 13 52 29 585300 65.2323 -16.3289 7.96191 
2014 252 9 9 13 56 1 212410 65.1585 -16.3551 3.89941 
2014 252 9 9 13 56 27 234700 65.1339 -16.3351 3.14746 
2014 252 9 9 14 0 27 444400 65.2307 -16.3627 3.55273 
2014 252 9 9 14 0 48 269599 65.0002 -16.4947 5.02246 
2014 252 9 9 14 10 47 612600 65.2305 -16.3625 2.46387 
2014 252 9 9 14 24 7 991810 65.1247 -16.3456 2.63965 
2014 252 9 9 14 28 3 320899 65.1229 -16.347 2.55176 
2014 252 9 9 14 29 56 473300 65.1602 -16.4248 2.75684 
2014 252 9 9 14 35 39 185999 65.0329 -16.5916 0.935547 
2014 252 9 9 14 38 42 380000 65.1717 -16.4536 4.6123 
2014 252 9 9 14 45 49 137500 65.1059 -16.3956 2.78613 
2014 252 9 9 14 46 30 195599 65.2298 -16.3663 2.07324 
2014 252 9 9 14 48 42 82999 65.0372 -16.5778 1.2627 
2014 252 9 9 14 58 51 911000 65.2179 -16.3483 3.94824 
2014 252 9 9 15 52 0 194719 65.1561 -16.3582 3.86035 
2014 252 9 9 16 0 6 385209 65.1372 -16.3248 4.82715 
2014 252 9 9 16 17 52 274099 65.049 -16.5407 2.1709 
2014 252 9 9 16 21 3 51660 65.1115 -16.379 2.91797 
2014 252 9 9 16 24 11 378999 65.2488 -16.3183 10.8184 
2014 252 9 9 16 24 47 959299 65.0501 -16.5426 1.69238 
2014 252 9 9 16 30 35 467500 65.0523 -16.5863 2.06348 
2014 252 9 9 16 56 45 209499 65.2423 -16.3454 9.39746 
2014 252 9 9 17 2 10 157000 65.101 -16.3898 4.00684 
2014 252 9 9 17 29 37 147100 65.2256 -16.3379 4.31934 
2014 252 9 9 17 34 37 985999 65.0897 -16.4457 2.7373 
2014 252 9 9 18 9 40 454099 65.1053 -16.3935 2.86426 
2014 252 9 9 18 12 3 766070 65.0225 -16.5927 0.901367 
2014 252 9 9 18 13 12 3600 65.0229 -16.5925 0.876953 
2014 252 9 9 18 16 4 286529 65.0195 -16.5949 0.847656 
2014 252 9 9 18 16 48 219900 65.1047 -16.3959 3.06445 
2014 252 9 9 18 27 37 889000 65.0305 -16.5829 0.950195 
2014 252 9 9 18 48 56 184199 65.0208 -16.6775 2.13672 
2014 252 9 9 18 50 35 152999 65.022 -16.5065 1.0918 
2014 252 9 9 19 10 29 520900 65.0212 -16.6803 2.18555 
2014 252 9 9 19 20 28 955500 65.0228 -16.5842 0.623047 
2014 252 9 9 19 23 9 849589 65.2308 -16.3658 2.21973 
2014 252 9 9 19 23 49 642200 65.2312 -16.3586 2.16113 
2014 252 9 9 19 24 9 840270 65.2296 -16.3688 2.33691 
2014 252 9 9 19 25 29 223099 65.2296 -16.3676 2.43457 
2014 252 9 9 19 43 14 990000 65.0251 -16.5917 0.950195 
2014 252 9 9 19 46 49 759500 65.0264 -16.5887 0.774414 
2014 252 9 9 19 59 56 850799 65.2434 -16.3157 8.71387 
2014 252 9 9 20 2 27 7799 65.2334 -16.3609 1.68262 
2014 252 9 9 20 4 19 731600 65.2303 -16.3658 2.1123 
2014 252 9 9 20 8 51 431100 65.0215 -16.6776 2.35645 
2014 252 9 9 21 0 23 177399 65.2206 -16.3497 3.04004 
2014 252 9 9 21 50 10 534399 65.2212 -16.3413 4.30957 
2014 252 9 9 21 52 52 498100 65.2184 -16.3506 3.02539 
2014 252 9 9 22 32 29 670999 65.1821 -16.4609 4.3291 
2014 252 9 9 22 52 26 604700 65.1086 -16.3845 2.78613 
2014 252 9 9 22 57 48 442799 65.1089 -16.3886 2.69824 
2014 253 9 10 0 49 46 488500 65.0107 -16.4826 3.1377 
2014 253 9 10 0 49 58 485500 65.011 -16.4813 3.04004 
2014 253 9 10 0 59 10 439700 65.1644 -16.4248 2.1709 
2014 253 9 10 1 12 16 752500 65.0051 -16.4939 4.57324 
2014 253 9 10 1 16 24 316099 65.0644 -16.7373 4.48535 
2014 253 9 10 1 21 15 682999 65.0562 -16.4547 3.35254 
2014 253 9 10 2 26 20 518100 65.1382 -16.3226 5.3252 
2014 253 9 10 2 37 28 559599 65.2293 -16.3672 1.96582 
2014 253 9 10 3 4 30 227499 65.2156 -16.3481 3.58691 
2014 253 9 10 3 39 1 870719 65.0593 -16.4664 4.0459 
2014 253 9 10 3 40 15 155799 65.0621 -16.4628 3.26465 
2014 253 9 10 3 51 11 287000 65.0618 -16.4647 3.35742 
2014 253 9 10 3 51 40 733400 65.2237 -16.3461 2.30762 
2014 253 9 10 3 59 37 26099 65.0498 -16.4669 3.08887 
2014 253 9 10 4 22 25 409500 65.057 -16.4619 4.64648 
2014 253 9 10 5 40 2 255999 65.1201 -16.3091 3.65527 
2014 253 9 10 6 51 21 400900 65.0563 -16.4936 4.75879 
2014 253 9 10 7 4 36 780400 65.2203 -16.3477 3.02051 
2014 253 9 10 7 41 16 301200 65.0177 -16.6548 1.90723 
2014 253 9 10 9 9 10 55999 65.1114 -16.3817 3.02051 
2014 253 9 10 9 19 15 892899 65.057 -16.5026 4.82715 
2014 253 9 10 9 26 34 438499 65.2128 -16.2521 5.12988 
2014 253 9 10 11 35 39 847200 65.2263 -16.341 2.17578 
2014 253 9 10 11 49 29 25800 65.1078 -16.3923 1.4043 
2014 253 9 10 11 59 12 178499 65.2299 -16.364 2.17578 
2014 253 9 10 19 22 52 325499 65.2322 -16.3608 2.55664 
2014 253 9 10 21 52 8 664009 65.1691 -16.4486 4.88086 
2014 254 9 11 1 0 55 108600 65.1152 -16.3614 2.99121 
2014 254 9 11 1 14 22 113499 65.2321 -16.3615 1.32129 
2014 254 9 11 5 26 45 742899 65.2268 -16.3441 4.62207 
2014 254 9 11 5 28 59 527599 65.2265 -16.3429 4.50488 
2014 254 9 11 5 30 47 811300 65.2213 -16.333 36.8486 
2014 254 9 11 5 30 55 790799 65.229 -16.3351 5.87207 
2014 254 9 11 5 32 13 217800 65.2295 -16.3355 5.9209 
2014 254 9 11 5 38 56 131500 65.2265 -16.3372 9.33398 
2014 254 9 11 5 40 42 397100 65.2274 -16.3494 7.16113 
2014 254 9 11 5 43 8 276790 65.0918 -16.4164 2.78613 
2014 254 9 11 5 47 12 619500 65.2252 -16.3134 8.17676 
2014 254 9 11 5 53 42 198999 65.226 -16.3433 4.3584 
2014 254 9 11 5 57 30 355299 65.1382 -16.2495 3.56738 
2014 254 9 11 5 58 51 336700 65.2263 -16.3393 4.12891 
2014 254 9 11 6 22 53 752800 65.2213 -16.3455 8.69434 
2014 254 9 11 6 25 0 898985 65.226 -16.3425 4.22168 
2014 254 9 11 6 28 8 484709 65.2248 -16.3299 5.79883 
2014 254 9 11 6 56 6 223600 65.0939 -16.4332 3.50879 
2014 254 9 11 7 12 11 505399 65.2265 -16.3429 4.22168 
2014 254 9 11 7 21 56 819499 65.2338 -16.3246 8.37207 
2014 254 9 11 7 23 42 467900 65.2265 -16.3291 8.00098 
2014 254 9 11 9 21 36 398200 65.0655 -16.5383 0.881836 
2014 254 9 11 9 33 1 482730 65.1393 -16.357 4.03613 
2014 254 9 11 10 5 24 760500 65.0616 -16.4484 4.34863 
2014 254 9 11 10 40 8 218510 65.1357 -16.3004 3.61621 
2014 254 9 11 11 23 17 255700 65.2254 -16.3405 4.25098 
2014 254 9 11 11 30 18 206199 65.2262 -16.3481 2.86914 
2014 254 9 11 11 31 58 878100 65.1631 -16.0462 14.7539 
2014 254 9 11 11 33 43 451300 65.2254 -16.3405 4.37793 
2014 254 9 11 11 40 4 511499 65.1051 -16.4139 4.6416 
2014 254 9 11 11 47 20 786400 65.0601 -16.4493 4.52441 
2014 254 9 11 11 53 12 365800 65.0711 -16.8125 2.94238 
