evyear evjday evmonth evday evhour evmin evsec evmsec evla evlo evdp 
2009 349 12 15 7 3 32 377200 65.1509 -16.3749 4.13379 
2009 349 12 15 7 37 18 742699 65.0811 -16.2898 5.97949 
2009 349 12 15 8 9 24 385100 65.0861 -16.294 5.03711 
2009 349 12 15 8 10 22 968199 65.1433 -16.3441 3.25488 
2009 349 12 15 8 40 43 571100 65.0817 -16.2854 5.27148 
2009 349 12 15 8 59 0 131277 65.0838 -16.2827 5.34961 
2009 349 12 15 9 37 20 934499 65.2627 -16.9559 13.4453 
2009 349 12 15 9 57 15 987999 65.1645 -16.7275 10.8721 
2009 349 12 15 11 59 2 647289 65.1209 -16.2226 7.13184 
2009 349 12 15 12 26 13 45299 65.2051 -16.2682 5.18359 
2009 349 12 15 13 30 5 938399 65.0945 -16.2598 5.27637 
2009 349 12 15 13 33 7 700289 65.0922 -16.2463 4.94434 
2009 349 12 15 15 53 34 544499 65.1883 -16.7956 12.8496 
2009 349 12 15 18 1 46 246000 65.111 -16.6565 16.6729 
2009 349 12 15 21 16 53 170900 65.0351 -16.5835 3.54297 
2009 349 12 15 22 14 26 198000 64.9792 -16.6594 4.0752 
2009 349 12 15 22 24 19 147200 65.114 -16.2704 13.0059 
2009 350 12 16 0 34 31 96399 64.9872 -16.3394 6.77051 
2009 350 12 16 1 5 41 149599 65.2053 -16.3337 4.53418 
2009 350 12 16 1 9 6 845250 65.1553 -16.3866 9.08496 
2009 350 12 16 1 36 36 706800 65.0763 -16.4316 8.16699 
2009 350 12 16 3 10 8 568429 65.1359 -16.4657 3.87988 
2009 350 12 16 3 11 18 564599 65.1372 -16.464 4.05566 
2009 350 12 16 3 16 40 698599 65.0341 -16.5644 3.12793 
2009 350 12 16 3 16 58 761000 65.0331 -16.5628 3.23535 
2009 350 12 16 3 22 16 59699 65.2103 -16.3445 3.40137 
2009 350 12 16 3 23 58 507500 65.0324 -16.5652 2.92773 
2009 350 12 16 3 41 3 450610 65.1349 -16.4683 5.48145 
2009 350 12 16 4 12 47 213700 65.1963 -16.313 1.19434 
2009 350 12 16 5 4 46 595700 65.0328 -16.6129 3.60645 
2009 350 12 16 5 22 2 585310 65.0362 -16.4334 3.89941 
2009 350 12 16 5 23 26 868500 65.0327 -16.4317 4.41699 
2009 350 12 16 5 27 21 125199 65.0356 -16.433 3.62598 
2009 350 12 16 5 49 40 246000 65.0312 -16.6966 2.24902 
2009 350 12 16 6 4 17 661400 65.0362 -16.4334 3.22559 
2009 350 12 16 6 14 20 35699 65.034 -16.5634 3.12305 
2009 350 12 16 7 10 44 695700 65.1987 -16.3148 3.52832 
2009 350 12 16 7 15 56 927399 65.2002 -16.3097 3.27441 
2009 350 12 16 7 24 46 302300 65.1424 -16.482 4.17773 
2009 350 12 16 7 26 58 363999 65.0842 -16.264 5.02734 
2009 350 12 16 7 38 42 532699 65.1952 -16.3868 4.85645 
2009 350 12 16 12 12 9 875059 65.1936 -16.4184 3.83594 
2009 350 12 16 12 17 53 196399 65.1637 -16.444 3.96777 
2009 350 12 16 12 41 0 86462 65.1655 -16.4309 4.41699 
2009 350 12 16 12 41 26 368600 65.1669 -16.4304 4.10449 
2009 350 12 16 13 10 0 592102 65.1637 -16.4452 3.72363 
2009 350 12 16 13 52 34 917000 65.0823 -16.2681 5.08105 
2009 350 12 16 14 38 43 435699 65.1548 -16.3704 3.92871 
2009 350 12 16 15 1 9 412110 65.1411 -16.4574 4.02637 
2009 350 12 16 16 47 1 706769 65.1074 -16.4573 3.93848 
2009 350 12 16 18 19 12 185200 65.0272 -16.6924 2.60059 
2009 350 12 16 19 0 45 52100 65.1535 -16.373 3.6748 
2009 350 12 16 20 3 0 432976 65.1041 -16.3721 11.4971 
2009 350 12 16 23 23 36 421900 65.1322 -16.4175 11.3311 
2009 350 12 16 23 55 42 286999 65.1615 -16.3211 13.3818 
2009 351 12 17 0 13 21 458800 65.0472 -16.7797 7.04395 
2009 351 12 17 0 41 49 339199 65.2337 -16.5091 9.8418 
2009 351 12 17 1 32 20 980799 65.1631 -16.4436 3.91895 
2009 351 12 17 1 33 28 342900 65.1638 -16.4523 3.08887 
2009 351 12 17 1 37 31 991499 65.1634 -16.4465 3.72363 
2009 351 12 17 3 18 10 268300 65.2841 -16.246 8.65527 
2009 351 12 17 4 9 19 177299 65.1972 -16.3119 3.2793 
2009 351 12 17 5 51 40 615999 65.0519 -16.3747 16.8975 
2009 351 12 17 7 38 1 57430 65.2116 -16.3408 4.32422 
2009 351 12 17 13 30 18 539000 65.0342 -16.5813 3.62598 
2009 351 12 17 15 6 5 817050 65.0857 -16.2653 5.81348 
2009 351 12 17 18 50 52 89100 65.1771 -16.4554 3.55273 
2009 351 12 17 19 33 17 793600 65.1986 -16.3082 5.31543 
2009 351 12 17 20 15 10 253800 65.0973 -16.5594 2.87402 
2009 351 12 17 20 16 59 873100 65.0977 -16.5523 2.80566 
2009 351 12 17 20 35 15 679500 65.1699 -16.366 1.37988 
2009 351 12 17 22 35 45 665399 65.0511 -16.7769 -2.70215 
2009 351 12 17 23 29 3 102100 65.049 -16.6574 8.75293 
2009 351 12 17 23 39 13 699700 65.0989 -16.7115 4.06543 
2009 351 12 17 23 50 19 382100 65.2234 -16.5153 13.8311 
2009 351 12 17 23 53 16 28800 64.9946 -16.4903 9.49512 
2009 352 12 18 0 2 46 17699 65.2239 -16.3602 3.24512 
2009 352 12 18 1 0 31 284099 65.078 -16.687 4.95898 
2009 352 12 18 1 12 47 755699 65.1752 -16.4064 4.56836 
2009 352 12 18 2 57 27 111200 65.12 -16.3469 3.40137 
2009 352 12 18 3 3 20 187500 65.1857 -16.8251 13.1865 
2009 352 12 18 3 12 2 64099 65.1153 -16.3699 4.43164 
2009 352 12 18 3 14 16 675999 65.174 -16.1288 8.80176 
2009 352 12 18 3 16 38 815899 65.123 -16.4171 6.24316 
2009 352 12 18 3 22 7 811079 65.2607 -16.8023 11.7803 
2009 352 12 18 3 24 37 100299 65.0764 -16.5982 1.86816 
2009 352 12 18 3 27 27 276599 65.0024 -16.9965 14.2852 
2009 352 12 18 3 31 6 948279 65.0836 -16.4809 18.4746 
2009 352 12 18 3 33 33 316400 64.8997 -16.661 9.82715 
2009 352 12 18 3 35 14 16199 65.1263 -16.6332 3.40137 
2009 352 12 18 3 41 14 439099 64.992 -16.7909 12.6494 
2009 352 12 18 3 51 43 769199 64.9944 -17.0811 9.85645 
2009 352 12 18 4 1 1 954329 65.047 -16.5189 3.93848 
2009 352 12 18 4 9 25 582100 65.2751 -16.3808 6.13086 
2009 352 12 18 4 10 33 701599 65.0836 -16.7037 -0.797852 
2009 352 12 18 4 16 47 380000 65.0883 -16.5051 0.55957 
2009 352 12 18 4 23 56 885899 65.1607 -16.8434 8.61621 
2009 352 12 18 4 25 1 838370 65.0092 -16.5013 7.88379 
2009 352 12 18 4 32 37 389800 65.2018 -16.6179 -0.841797 
2009 352 12 18 4 36 7 548239 65.1395 -16.3694 9.0166 
2009 352 12 18 4 46 33 108100 65.0695 -16.6386 -0.46582 
2009 352 12 18 4 47 31 935600 65.0807 -16.3852 8.88965 
2009 352 12 18 5 16 45 915399 65.0262 -16.7769 11.0771 
2009 352 12 18 5 17 49 274799 65.0341 -16.5191 4.08984 
2009 352 12 18 5 27 7 984759 65.0944 -16.4069 11.3652 
2009 352 12 18 5 32 2 858039 65.1598 -16.8246 6.22852 
2009 352 12 18 5 54 41 137500 65.1156 -16.5152 13.9629 
2009 352 12 18 6 0 19 65899 65.0568 -16.6501 11.3115 
2009 352 12 18 6 18 7 841879 65.1307 -16.4714 7.5957 
2009 352 12 18 6 34 17 307999 64.9759 -16.5406 9.8418 
2009 352 12 18 6 51 32 835500 65.1439 -16.8065 8.95801 
2009 352 12 18 7 17 39 420299 65.1433 -16.668 4.23633 
2009 352 12 18 7 19 53 527500 65.0562 -16.3801 0.354492 
2009 352 12 18 7 28 54 580700 65.18 -16.6299 4.35352 
2009 352 12 18 8 6 16 925799 65.0162 -16.6723 2.30762 
2009 353 12 19 7 32 5 352689 65.0428 -16.7511 0.999023 
2009 353 12 19 14 14 3 200610 65.013 -16.6556 3.05957 
2009 354 12 20 8 12 22 439699 65.0725 -16.8016 2.12207 
2009 354 12 20 9 22 14 782299 65.0351 -16.7774 2.16113 
2009 354 12 20 21 5 50 752499 65.0727 -16.8029 2.7959 
2009 354 12 20 23 16 5 114250 65.156 -16.4252 3.57715 
2009 355 12 21 1 38 22 619700 65.1659 -16.4415 4.90039 
2009 355 12 21 5 47 56 342300 65.123 -16.3274 2.88379 
2009 355 12 21 8 43 15 299799 65.0146 -16.6644 2.9082 
2009 355 12 21 14 49 35 499200 65.1004 -16.7944 7.29785 
2009 355 12 21 19 28 15 483200 65.0857 -16.2516 5.53027 
2009 355 12 21 20 42 33 901299 65.0991 -16.4371 4.49023 
2009 356 12 22 4 47 1 111080 65.075 -16.256 5.54004 
2009 356 12 22 5 14 13 382899 65.0702 -16.2631 5.37402 
2009 356 12 22 7 23 19 881799 65.075 -16.2709 5.56934 
2009 356 12 22 10 43 59 113900 65.1701 -16.4144 6.07227 
2009 356 12 22 12 45 0 88564 65.1726 -16.3686 3.6748 
2009 357 12 23 0 51 18 698299 65.1281 -16.172 2.00488 
2009 357 12 23 0 57 24 113499 65.0478 -16.3801 14.1826 
2009 357 12 23 2 52 47 324800 65.0434 -16.2808 4.12402 
2009 357 12 23 3 26 0 572718 64.8982 -16.7235 1.96094 
2009 357 12 23 4 16 48 936300 65.0706 -16.6605 11.5361 
2009 357 12 23 5 23 43 823900 65.0892 -16.3897 5.03223 
2009 357 12 23 5 43 23 916899 65.0755 -16.7336 17.2832 
2009 357 12 23 8 3 59 942500 65.2181 -16.3729 4.06543 
2009 357 12 23 9 9 53 540100 65.1106 -16.4254 11.4678 
2009 357 12 23 10 50 57 61199 65.2046 -16.3675 3.35254 
2009 357 12 23 11 21 8 612330 65.1718 -16.3885 2.88867 
2009 357 12 23 12 10 11 346199 65.087 -16.268 4.82715 
2009 357 12 23 14 41 26 770299 65.1661 -16.4001 1.2334 
2009 357 12 23 18 30 41 645699 65.1794 -16.3796 8.84082 
2009 357 12 23 18 36 23 376300 65.168 -16.3899 1.8877 
2009 357 12 23 18 39 46 988199 65.168 -16.3903 1.00879 
2009 357 12 23 19 45 21 384899 65.1661 -16.3997 1.19434 
2009 357 12 23 20 12 57 112800 65.1004 -16.3961 9.41699 
2009 357 12 23 20 14 57 808700 65.1137 -16.4452 7.99609 
2009 357 12 23 20 36 37 371899 65.1692 -16.384 4.09473 
2009 357 12 23 20 43 35 624800 65.086 -16.2634 4.99805 
2009 357 12 23 21 6 16 574999 65.0927 -16.3483 6.81934 
2009 357 12 23 21 46 46 627099 65.0223 -16.6215 3.9043 
2009 357 12 23 22 7 56 393300 64.9139 -16.5024 3.65527 
2009 357 12 23 22 20 48 912500 64.952 -16.7573 11.5801 
2009 357 12 23 22 23 19 620699 64.9413 -16.5398 8.78223 
2009 357 12 23 22 25 55 450400 65.1657 -16.4016 1.67773 
2009 357 12 23 22 28 10 960900 65.1639 -16.3965 0.901367 
2009 357 12 23 22 30 52 979999 64.9968 -16.6651 14.1582 
2009 357 12 23 22 33 20 74300 65.1662 -16.3955 0.803711 
2009 357 12 23 22 35 57 239300 65.1664 -16.3876 0.833008 
2009 357 12 23 22 40 3 441530 64.9385 -16.5603 3.3916 
2009 357 12 23 23 49 10 802099 65.1652 -16.3977 0.862305 
2009 358 12 24 1 5 56 91099 65.1655 -16.3993 0.481445 
2009 358 12 24 5 32 58 625000 65.1677 -16.3964 3.08398 
2009 358 12 24 6 16 48 314599 65.1663 -16.3963 1.36035 
2009 358 12 24 6 43 24 326899 65.1713 -16.3846 3.7334 
2009 358 12 24 6 48 55 194200 65.1631 -16.3929 0.71582 
2009 358 12 24 7 10 0 990001 65.0903 -16.4365 2.93262 
2009 358 12 24 8 42 47 645099 65.1779 -16.386 5.93066 
2009 358 12 24 9 0 12 293599 65.085 -16.2579 5.27637 
2009 358 12 24 9 0 35 766100 65.0856 -16.2595 5.31543 
2009 358 12 24 10 18 17 97899 65.0919 -16.2617 5.44238 
2009 358 12 24 11 43 4 979540 65.0901 -16.2345 5.5791 
2009 358 12 24 13 25 1 534010 65.1647 -16.3994 0.510742 
2009 358 12 24 13 27 15 267799 65.1658 -16.3997 1.27246 
2009 358 12 24 13 27 32 596699 65.1674 -16.4008 -0.0263672 
2009 358 12 24 13 30 25 833899 65.1679 -16.4047 1.28711 
2009 358 12 24 13 30 42 499699 65.1692 -16.3929 0.779297 
2009 358 12 24 13 35 58 395400 65.1672 -16.402 1.34082 
2009 358 12 24 13 37 45 12599 65.172 -16.4078 4.73926 
2009 358 12 24 13 39 31 567399 65.1859 -16.349 3.04004 
2009 358 12 24 13 40 59 887000 65.1737 -16.3868 3.14746 
2009 358 12 24 13 42 5 758130 65.1696 -16.3983 1.27734 
2009 358 12 24 13 43 57 778500 65.1987 -16.329 3.02051 
2009 358 12 24 13 48 51 230400 65.1739 -16.3698 3.40137 
2009 358 12 24 13 52 54 847099 65.1859 -16.3453 2.53223 
2009 358 12 24 13 56 33 134000 65.1674 -16.3935 2.68359 
2009 358 12 24 14 3 33 134500 65.1734 -16.3998 5.2373 
2009 358 12 24 14 22 43 564300 65.1652 -16.4239 1.55566 
2009 358 12 24 14 27 8 261549 65.1739 -16.3822 3.52832 
2009 358 12 24 14 30 24 716200 65.1665 -16.3873 0.662109 
2009 358 12 24 14 41 33 243999 65.1953 -16.3926 2.4248 
2009 358 12 24 14 43 10 517300 65.1663 -16.3992 1.71191 
2009 358 12 24 15 10 14 570800 65.164 -16.4011 0.725586 
2009 358 12 24 15 11 4 81680 65.1677 -16.4024 3.40137 
2009 358 12 24 15 18 22 413399 65.1672 -16.3925 0.62793 
2009 358 12 24 15 30 55 240800 65.1708 -16.3863 3.75293 
2009 358 12 24 15 33 10 143000 65.0856 -16.2619 5.30566 
2009 358 12 24 15 34 22 636700 65.1691 -16.3765 5.71582 
2009 358 12 24 15 42 52 965000 65.1699 -16.381 2.69824 
2009 358 12 24 15 56 12 701800 65.1691 -16.3829 2.47852 
2009 358 12 24 16 5 58 595900 65.1729 -16.3828 3.85059 
2009 358 12 24 16 9 42 830599 65.1654 -16.3893 2.87402 
2009 358 12 24 17 19 0 1188 65.1691 -16.3794 2.04395 
2009 358 12 24 17 33 56 683399 65.1678 -16.3932 4.68066 
2009 358 12 24 17 52 29 366800 65.171 -16.3817 4.50488 
2009 358 12 24 18 46 15 39600 65.1685 -16.3907 0.706055 
2009 358 12 24 18 47 36 326300 65.1717 -16.3791 4.91504 
2009 358 12 24 18 50 12 643700 65.1956 -16.2897 3.6748 
2009 358 12 24 19 13 57 494599 65.1664 -16.3884 0.754883 
2009 358 12 24 20 47 1 370689 65.1717 -16.3596 3.33301 
2009 358 12 24 21 32 32 189000 65.1921 -16.3523 5.1543 
2009 358 12 24 22 39 51 754399 65.1755 -16.3777 3.30859 
2009 358 12 24 22 50 23 662400 65.084 -16.2644 7.3418 
2009 358 12 24 23 6 41 929099 65.1665 -16.3882 2.92773 
2009 358 12 24 23 36 36 569400 65.1653 -16.3843 1.25293 
2009 359 12 25 0 10 31 385600 65.1688 -16.3773 3.05957 
2009 359 12 25 1 15 24 68699 65.1844 -16.3606 2.55664 
2009 359 12 25 1 19 51 94700 65.1669 -16.3888 2.80566 
2009 359 12 25 1 28 52 379300 65.1725 -16.3607 7.35645 
2009 359 12 25 2 20 39 530700 65.1641 -16.4057 0.87207 
2009 359 12 25 2 21 5 535140 65.168 -16.3822 10.5645 
2009 359 12 25 2 21 22 107900 65.1623 -16.4023 0.496094 
2009 359 12 25 2 21 32 997300 65.1683 -16.3749 10.7842 
2009 359 12 25 2 22 21 432300 65.1609 -16.4043 -0.114258 
2009 359 12 25 2 47 53 335599 65.1654 -16.4043 0.94043 
2009 359 12 25 2 53 42 298999 65.1658 -16.4001 0.87207 
2009 359 12 25 3 29 36 425400 65.1779 -16.4574 10.0273 
2009 359 12 25 3 51 35 323099 65.167 -16.3856 2.86914 
2009 359 12 25 3 52 44 905799 65.1632 -16.3862 2.99121 
2009 359 12 25 3 53 7 220939 65.1773 -16.3823 3.27441 
2009 359 12 25 3 56 44 865999 65.1645 -16.3958 2.77148 
2009 359 12 25 4 0 42 600700 65.1913 -16.3401 2.19043 
2009 359 12 25 4 9 11 314700 65.1681 -16.3787 5.27637 
2009 359 12 25 4 18 21 309100 65.1792 -16.3867 2.7959 
2009 359 12 25 4 19 0 237518 65.1614 -16.4091 0.378906 
2009 359 12 25 4 19 21 918900 65.1612 -16.4097 0.217773 
2009 359 12 25 4 23 27 984000 65.1679 -16.3828 3.05957 
2009 359 12 25 4 35 33 416400 65.1688 -16.3474 14.2314 
2009 359 12 25 4 42 49 530099 65.168 -16.3805 4.45117 
2009 359 12 25 4 44 2 549049 65.1661 -16.4017 0.823242 
2009 359 12 25 4 46 0 979229 65.1679 -16.3828 2.99121 
2009 359 12 25 4 46 23 650099 65.1679 -16.3824 2.99121 
2009 359 12 25 4 46 38 773899 65.1682 -16.3732 4.43652 
2009 359 12 25 4 47 14 292299 65.1673 -16.3791 4.21191 
2009 359 12 25 4 51 33 518500 65.1677 -16.3858 3.0791 
2009 359 12 25 4 53 7 778410 65.1649 -16.4073 2.91309 
2009 359 12 25 5 39 19 973400 65.0154 -16.6703 2.7959 
2009 359 12 25 6 53 35 144700 65.1693 -16.376 10.8525 
2009 359 12 25 7 8 37 301999 65.0858 -16.2711 5.54004 
2009 359 12 25 8 10 47 197099 65.1725 -16.3607 6.53613 
2009 359 12 25 8 30 44 365699 65.1599 -16.4005 0.173828 
2009 359 12 25 8 38 45 851999 65.1624 -16.4324 3.40137 
2009 359 12 25 8 49 36 210599 65.1748 -16.409 1.87305 
2009 359 12 25 9 5 53 521299 65.1612 -16.4093 0.276367 
2009 359 12 25 9 13 47 13300 65.1761 -16.3749 3.92871 
2009 359 12 25 9 16 17 470900 65.1618 -16.4134 0.383789 
2009 359 12 25 10 13 15 996000 65.1588 -16.3891 2.65918 
2009 359 12 25 10 20 56 972000 65.1669 -16.3867 2.86426 
2009 359 12 25 10 30 50 828800 65.1658 -16.3859 2.90332 
2009 359 12 25 10 31 29 250900 65.1646 -16.3923 2.40527 
2009 359 12 25 10 44 38 569499 65.1662 -16.3974 2.9668 
2009 359 12 25 10 49 54 308399 65.084 -16.2762 5.56934 
2009 359 12 25 10 55 15 909200 65.1684 -16.3853 3.14746 
2009 359 12 25 11 22 44 437100 65.1591 -16.4099 0.178711 
2009 359 12 25 11 30 41 462499 65.1604 -16.4035 0.276367 
2009 359 12 25 11 34 50 522899 65.1635 -16.4036 0.891602 
2009 359 12 25 14 50 47 607799 65.166 -16.3874 0.720703 
2009 359 12 25 15 44 45 460599 65.1765 -16.3564 10.291 
2009 359 12 25 15 52 20 950399 65.1636 -16.3993 2.9082 
2009 359 12 25 15 54 51 827100 65.1658 -16.3988 0.266602 
2009 359 12 25 17 20 25 720800 65.168 -16.3882 0.0419922 
2009 359 12 25 19 48 17 84199 65.1696 -16.3777 2.75684 
2009 359 12 25 20 3 50 212800 65.0253 -16.4609 6.62402 
2009 359 12 25 22 45 12 862099 65.0223 -16.4546 6.50684 
2009 359 12 25 22 51 16 787400 65.1702 -16.3826 0.764648 
2009 359 12 25 23 28 55 966999 65.0844 -16.267 5.27637 
2009 359 12 25 23 30 1 691270 65.0852 -16.2649 5.3252 
2009 359 12 25 23 33 17 932300 65.0156 -16.669 2.95215 
2009 359 12 25 23 46 54 154600 65.1638 -16.4082 0.930664 
2009 359 12 25 23 47 9 853210 65.1623 -16.3925 7.13184 
2009 360 12 26 0 53 1 195910 65.1621 -16.4009 0.754883 
2009 360 12 26 1 2 44 782200 65.0858 -16.2839 5.71582 
2009 360 12 26 2 1 21 774699 65.209 -16.4798 17.6738 
2009 360 12 26 6 35 31 998999 65.0835 -16.2887 5.50098 
2009 360 12 26 9 24 17 257100 65.0839 -16.2636 5.05664 
2009 360 12 26 9 41 52 922299 65.0864 -16.2739 5.16895 
2009 360 12 26 9 43 53 823500 65.1687 -16.3857 2.87402 
2009 360 12 26 10 2 46 192199 65.1179 -16.3462 3.1084 
2009 360 12 26 10 19 1 157280 65.1637 -16.4051 0.857422 
2009 360 12 26 10 19 36 636200 65.1595 -16.4047 1.0918 
2009 360 12 26 10 41 57 711700 65.0934 -16.2831 13.6064 
2009 360 12 26 10 45 35 699800 65.167 -16.4066 0.813477 
2009 360 12 26 11 20 36 69600 65.1393 -16.3703 3.79199 
2009 360 12 26 12 50 36 886899 65.1705 -16.3805 6.60449 
2009 360 12 26 13 15 0 631116 65.1669 -16.4012 0.94043 
2009 360 12 26 13 15 53 432999 65.1682 -16.4044 1.21387 
2009 360 12 26 13 16 14 585900 65.1723 -16.3978 2.7666 
2009 360 12 26 13 45 18 494299 65.1651 -16.3983 0.310547 
2009 360 12 26 13 46 4 488080 65.1694 -16.3964 1.1748 
2009 360 12 26 13 47 23 61900 65.1671 -16.3842 3.09863 
2009 360 12 26 13 48 1 866209 65.1711 -16.4008 0.354492 
2009 360 12 26 13 55 6 252670 65.1812 -16.3636 5.74512 
2009 360 12 26 13 55 34 19199 65.1667 -16.4067 0.100586 
2009 360 12 26 13 56 21 56599 65.1648 -16.4023 -0.202148 
2009 360 12 26 14 17 38 35899 65.1646 -16.3906 3.1084 
2009 360 12 26 14 25 24 66199 65.1729 -16.3998 1.71191 
2009 360 12 26 14 44 24 328499 65.1709 -16.3938 0.725586 
2009 360 12 26 14 54 29 104700 65.1606 -16.4104 0.115234 
2009 360 12 26 15 28 43 922199 65.1692 -16.3973 0.754883 
2009 360 12 26 15 56 8 37530 65.0857 -16.2777 5.56934 
2009 360 12 26 16 2 14 659499 65.1749 -16.3788 1.74121 
2009 360 12 26 16 3 16 594599 65.1801 -16.3592 2.13184 
2009 360 12 26 17 10 18 822800 65.1715 -16.4463 5.45703 
2009 360 12 26 17 32 8 75269 65.161 -16.3794 0.129883 
2009 360 12 26 17 57 15 487500 65.0838 -16.2835 5.54492 
2009 360 12 26 18 53 38 170099 65.1669 -16.4054 0.657227 
2009 360 12 26 18 54 7 902059 65.1651 -16.406 1.19434 
2009 360 12 26 18 58 22 109500 65.0518 -16.6344 16.3799 
2009 360 12 26 20 58 18 204000 65.1714 -16.452 4.81738 
2009 360 12 26 21 1 37 933799 65.1699 -16.3918 1.40918 
2009 360 12 26 21 11 16 579000 65.1624 -16.4073 0.730469 
2009 360 12 26 21 12 22 4100 65.0857 -16.2657 5.43262 
2009 360 12 26 21 59 17 184300 65.1649 -16.4081 1.30176 
2009 360 12 26 22 2 30 872699 65.1635 -16.4053 1.10645 
2009 360 12 26 22 3 42 731299 65.1573 -16.3814 8.87012 
2009 360 12 26 22 4 34 38499 65.1648 -16.4031 0.491211 
2009 360 12 26 22 5 55 480800 65.1665 -16.4079 3.80176 
2009 360 12 26 22 7 27 267099 65.1641 -16.4057 0.579102 
2009 360 12 26 22 10 7 227789 65.1669 -16.4046 0.891602 
2009 360 12 26 22 57 10 652400 65.1675 -16.3904 3.1084 
2009 360 12 26 22 57 29 479399 65.0159 -16.6723 2.7959 
2009 360 12 26 23 54 50 238799 65.1713 -16.37 5.56934 
2009 360 12 26 23 58 53 552500 65.1654 -16.4093 1.2041 
2009 360 12 26 23 59 41 66499 65.1654 -16.4089 1.04785 
2009 361 12 27 0 3 14 908500 65.1154 -16.3859 3.88965 
2009 361 12 27 0 6 59 416899 65.1568 -16.4097 5.39355 
2009 361 12 27 0 27 57 59699 65.162 -16.405 -0.0263672 
2009 361 12 27 0 31 31 99199 65.1643 -16.4061 1.22363 
2009 361 12 27 0 35 42 880800 65.1651 -16.4027 0.793945 
2009 361 12 27 2 18 12 544299 65.1699 -16.4036 2.26367 
2009 361 12 27 2 46 57 657400 65.1711 -16.3696 8.14746 
2009 361 12 27 2 48 29 403199 65.1727 -16.3753 4.89551 
2009 361 12 27 3 36 14 794000 65.1707 -16.3938 0.901367 
2009 361 12 27 3 38 19 305499 65.1709 -16.3938 1.05762 
2009 361 12 27 3 43 12 970399 65.1744 -16.3891 1.48242 
2009 361 12 27 4 4 48 272300 65.1656 -16.4051 1.53613 
2009 361 12 27 4 5 51 700099 65.1536 -16.3865 6.19922 
2009 361 12 27 4 15 4 171319 65.1676 -16.4035 0.769531 
2009 361 12 27 4 23 27 643100 65.1527 -16.3864 4.12402 
2009 361 12 27 5 21 57 439300 65.085 -16.2566 5.2373 
2009 361 12 27 6 3 22 50999 65.1381 -16.3766 3.7041 
2009 361 12 27 6 7 28 746700 65.1358 -16.3754 3.47461 
2009 361 12 27 6 12 14 714800 65.1382 -16.3837 4.09473 
2009 361 12 27 6 32 25 566600 65.1493 -16.4312 3.99707 
2009 361 12 27 6 33 0 624195 65.1495 -16.4299 4.23145 
2009 361 12 27 6 33 18 926100 65.1514 -16.4348 4.42676 
2009 361 12 27 6 57 1 672150 65.1607 -16.4226 5.87207 
2009 361 12 27 9 46 55 368099 65.0702 -16.3112 4.88574 
2009 361 12 27 10 54 9 685169 65.0864 -16.2631 5.16895 
2009 361 12 27 10 55 23 460200 65.0725 -16.2979 5.50586 
2009 361 12 27 11 4 55 83700 65.0918 -16.2708 8.37207 
2009 361 12 27 11 39 10 84500 65.1596 -16.4182 0.442383 
2009 361 12 27 11 42 34 946500 65.159 -16.4182 0.393555 
2009 361 12 27 12 48 17 586900 65.1186 -16.3578 3.82129 
2009 361 12 27 14 4 35 355299 65.109 -16.4417 1.22363 
2009 361 12 27 14 16 32 228700 65.1364 -16.3677 2.47363 
2009 361 12 27 14 26 15 853400 65.0859 -16.2551 5.36914 
2009 361 12 27 16 42 23 402300 65.0293 -16.4639 6.84863 
2009 361 12 27 16 52 6 762909 65.1429 -16.4289 4.69043 
2009 361 12 27 17 23 1 702190 65.1675 -16.3904 0.706055 
2009 361 12 27 18 0 56 656999 65.1645 -16.4031 0.930664 
2009 361 12 27 18 16 41 745699 65.1656 -16.4039 1.03809 
2009 361 12 27 18 17 59 671599 65.174 -16.3889 3.26465 
2009 361 12 27 18 18 27 777999 65.1744 -16.3947 1.5459 
2009 361 12 27 18 26 44 370300 65.1543 -16.385 1.58496 
2009 361 12 27 18 32 14 939399 65.1685 -16.4477 4.72949 
2009 361 12 27 18 33 16 708200 65.169 -16.3898 1.44824 
2009 361 12 27 18 34 31 525400 65.1662 -16.4362 4.59277 
2009 361 12 27 19 23 26 155000 65.1728 -16.3794 3.7334 
2009 361 12 27 19 25 42 620499 65.155 -16.4419 3.99707 
2009 361 12 27 19 38 31 432800 65.0061 -16.7319 3.11816 
2009 361 12 27 20 17 13 271900 65.0857 -16.2657 5.12988 
2009 361 12 27 21 16 29 907800 65.1747 -16.3834 1.46777 
2009 361 12 27 21 17 14 736399 65.2239 -16.3281 6.97559 
2009 362 12 28 0 0 45 53400 65.1961 -16.3309 3.93848 
2009 362 12 28 0 27 27 603500 65.0932 -16.2551 5.4668 
2009 362 12 28 0 35 18 431200 65.162 -16.4063 0.969727 
2009 362 12 28 1 4 25 414600 65.0883 -16.2517 7.72754 
2009 362 12 28 1 5 59 288899 65.0829 -16.273 5.6377 
2009 362 12 28 1 38 5 568060 65.084 -16.4657 2.81543 
2009 362 12 28 1 47 18 904199 65.1657 -16.4072 1.04785 
2009 362 12 28 2 12 11 486100 65.0845 -16.4657 2.92285 
2009 362 12 28 2 16 23 625199 65.077 -16.4948 7.14648 
2009 362 12 28 3 12 24 763200 65.1698 -16.3747 3.12793 
2009 362 12 28 4 7 3 51099 65.0854 -16.2584 5.34961 
2009 362 12 28 4 23 35 56699 65.086 -16.2625 5.36914 
